family,factor_name,factor_value,n_trials,mean_score,median_score,std_score,best_score
cnn_attention,filters_base,40.0,16,0.8724807575345039,0.9534018337726593,0.16623243552585618,0.9950482845306396
cnn_attention,filters_base,48.0,4,0.8724260032176971,0.8740035891532898,0.03899027029461232,0.917149782180786
cnn_attention,filters_base,16.0,8,0.8018694743514061,0.76432666182518,0.1437633769432503,0.9838869571685792
cnn_attention,filters_base,24.0,6,0.7092072566350301,0.7488626837730408,0.14180377191009583,0.8772745728492737
cnn_attention,filters_base,64.0,6,0.698515514532725,0.6314160823822021,0.18081386874592925,0.964009702205658
cnn_attention,kernel_size,3.0,32,0.8777812328189611,0.9545340240001678,0.15098597846827339,0.9950482845306396
cnn_attention,kernel_size,5.0,18,0.7513234747780694,0.7678442001342773,0.1462174674336573,0.9808171987533568
cnn_attention,learning_rate_std,"(0.000635, 0.000798]",12,0.8692381133635839,0.8862771987915039,0.13261536364773,0.992834210395813
cnn_attention,learning_rate_std,"(0.000798, 0.001]",13,0.847366213798523,0.9597824811935424,0.17771472305179148,0.9950482845306396
cnn_attention,learning_rate_std,"(-0.000872, 0.000356]",13,0.840620742394374,0.866304337978363,0.13073753833950644,0.9892008900642396
cnn_attention,learning_rate_std,"(0.000356, 0.000635]",12,0.7698445171117783,0.8477958738803864,0.17974617441772037,0.9617653489112854
cnn_attention,optimizer_std,rmsprop,29,0.8596937615295936,0.91192626953125,0.15392815170511293,0.9950482845306396
cnn_attention,optimizer_std,adam,21,0.7943668053263709,0.8435788750648499,0.16321899995864667,0.9737117290496826
cnn_focus_hybrid,backbone_std,mobilenetv2,40,0.9200933307409287,0.9601096510887146,0.11911890523932103,0.9668176174163818
cnn_focus_hybrid,backbone_std,custom_cnn,29,0.9101955890655518,0.930988311767578,0.06587000101122725,0.9819847345352172
cnn_focus_hybrid,backbone_std,efficientnetb0,21,0.801616058463142,0.8617955446243286,0.09352968526904107,0.906652569770813
cnn_focus_hybrid,dense_units_std,"(408.0, 512.0]",23,0.9079994455627773,0.9525159597396852,0.09684343884565554,0.9819847345352172
cnn_focus_hybrid,dense_units_std,"(128.0, 256.0]",19,0.9059681861024154,0.9571457505226136,0.11730462046007623,0.9786733984947203
cnn_focus_hybrid,dense_units_std,"(256.0, 408.0]",21,0.8930684867359343,0.927043080329895,0.08641079629986677,0.9652978777885436
cnn_focus_hybrid,dense_units_std,"(31.999, 128.0]",27,0.8585748716636941,0.906652569770813,0.12413922814106501,0.966253936290741
cnn_focus_hybrid,depth_std,3,37,0.918952637427562,0.960175096988678,0.09912466861398449,0.9819847345352172
cnn_focus_hybrid,depth_std,5,12,0.9049449563026428,0.8908312916755676,0.04126966227323441,0.966253936290741
cnn_focus_hybrid,depth_std,2,23,0.8846342511799025,0.9454307556152344,0.09925514171004741,0.9651166796684264
cnn_focus_hybrid,depth_std,4,18,0.8236759834819369,0.864673912525177,0.14241733911688403,0.9580013155937196
cnn_focus_hybrid,dropout_std,0.1,23,0.9059918160023896,0.9508956670761108,0.10788468334196424,0.9819847345352172
cnn_focus_hybrid,dropout_std,0.4,17,0.9007613448535695,0.9521034955978394,0.11765498502363013,0.9749496579170228
cnn_focus_hybrid,dropout_std,0.2,14,0.8926443329879216,0.9538445174694061,0.11755837096511218,0.9652978777885436
cnn_focus_hybrid,dropout_std,0.0,22,0.8914562138644132,0.9423762261867523,0.09142280139280062,0.966253936290741
cnn_focus_hybrid,dropout_std,0.3,14,0.8409664673464639,0.8610205352306366,0.10927122394601178,0.9650061130523682
cnn_focus_hybrid,filters_base,48.0,16,0.936989214271307,0.9631491601467133,0.050971303680040395,0.9786733984947203
cnn_focus_hybrid,filters_base,56.0,19,0.9085298431547064,0.960175096988678,0.11707691971232013,0.9668176174163818
cnn_focus_hybrid,filters_base,64.0,8,0.8935650661587715,0.916847825050354,0.0814808921945282,0.961020529270172
cnn_focus_hybrid,filters_base,24.0,7,0.8897271071161542,0.9393216967582704,0.09704519359759739,0.9629931449890136
cnn_focus_hybrid,filters_base,32.0,7,0.8844777856554303,0.9005334377288818,0.09550808887550453,0.966253936290741
cnn_focus_hybrid,filters_base,16.0,17,0.8618387089056128,0.8902475833892822,0.12463733821554908,0.9819847345352172
cnn_focus_hybrid,filters_base,40.0,16,0.8475147038698196,0.9124395847320557,0.12641555749805844,0.9626811146736144
cnn_focus_hybrid,kernel_size,5.0,41,0.8894267154902946,0.9459541440010072,0.09809331229248963,0.9651166796684264
cnn_focus_hybrid,kernel_size,3.0,49,0.8891193307175929,0.9508655667304992,0.11906403915960379,0.9819847345352172
cnn_focus_hybrid,learning_rate_std,"(-0.000884, 0.00026]",24,0.9019025837381681,0.9551278054714203,0.09749416125426223,0.9749496579170228
cnn_focus_hybrid,learning_rate_std,"(0.000732, 0.000995]",23,0.8992416703182718,0.9489834904670716,0.09538750258218436,0.9786733984947203
cnn_focus_hybrid,learning_rate_std,"(0.000534, 0.000732]",22,0.8869574151255868,0.957342028617859,0.1444632226096606,0.9819847345352172
cnn_focus_hybrid,learning_rate_std,"(0.00026, 0.000534]",21,0.8662885228792826,0.8834642171859741,0.09136541360995873,0.9626811146736144
cnn_focus_hybrid,optimizer_std,adam,45,0.9060507165061102,0.9508655667304992,0.08973140798967615,0.9749496579170228
cnn_focus_hybrid,optimizer_std,rmsprop,45,0.8724680066108703,0.9470812678337096,0.12485095417698563,0.9819847345352172
focus_dnn,activation,relu,51,0.7814806626767529,0.8287540674209595,0.08679814028404578,0.8871276378631592
focus_dnn,activation,gelu,33,0.6505212115518975,0.666314423084259,0.05323352729759531,0.6920491456985474
focus_dnn,dense_units_std,"(128.0, 180.0]",17,0.7905068958506865,0.8338667750358582,0.07616183890162953,0.8664956092834473
focus_dnn,dense_units_std,"(180.0, 256.0]",21,0.7389166837646848,0.6786332130432129,0.11286486129080613,0.8771135210990906
focus_dnn,dense_units_std,"(64.0, 128.0]",23,0.7380242645740509,0.6910577714443207,0.10406832878741269,0.8871276378631592
focus_dnn,dense_units_std,"(15.999, 64.0]",23,0.6621523201465607,0.6655797064304352,0.036937552731096196,0.6939009428024292
focus_dnn,depth_std,4,18,0.7771715486750883,0.819806694984436,0.08091344089493456,0.8664956092834473
focus_dnn,depth_std,2,14,0.7676012217998505,0.7851147055625916,0.0833659418567032,0.8705817461013794
focus_dnn,depth_std,5,20,0.7217688232660293,0.6850945949554443,0.13440812832201557,0.8771135210990906
focus_dnn,depth_std,3,15,0.715526020526886,0.6839472651481628,0.08171412373348166,0.8871276378631592
focus_dnn,depth_std,1,17,0.6645720154047012,0.6641304194927216,0.004466095008563421,0.6780797243118286
focus_dnn,dropout_std,0.0,26,0.7623792244837835,0.7987922728061676,0.11446522989911229,0.8871276378631592
focus_dnn,dropout_std,0.2,15,0.7307843486467998,0.6706119179725647,0.08273574447243599,0.8537539839744568
focus_dnn,dropout_std,0.4,15,0.7171317722116198,0.6769424080848694,0.07210286198689747,0.8432266712188721
focus_dnn,dropout_std,0.1,21,0.7103306323289871,0.6663748025894165,0.106311348059529,0.8654085993766785
focus_dnn,dropout_std,0.3,7,0.6756671326501029,0.6691123247146606,0.010991861546636181,0.6915559768676758
focus_dnn,learning_rate_std,"(0.000804, 0.000996]",21,0.7555057122593835,0.763717770576477,0.10172323848346651,0.8771135210990906
focus_dnn,learning_rate_std,"(0.000649, 0.000804]",21,0.7441540218534923,0.6786332130432129,0.1229786986359772,0.8871276378631592
focus_dnn,learning_rate_std,"(0.000356, 0.000649]",21,0.7222992151975631,0.6698621213436127,0.0840321552579065,0.8654085993766785
focus_dnn,learning_rate_std,"(-0.0008990000000000001, 0.000356]",21,0.6910456866025925,0.66744664311409,0.06142760957622177,0.8338667750358582
focus_dnn,optimizer_std,rmsprop,39,0.7416571378707886,0.6789049804210663,0.09569285384800065,0.8871276378631592
focus_dnn,optimizer_std,adam,45,0.7176541184837167,0.6812902390956879,0.10013131393981624,0.8705817461013794
