family,display_name,split,score_type,threshold,accuracy,precision,recall,specificity,f1,mcc,balanced_accuracy
classical_ml,classical_ml:gradient_boosting,test,probability,0.35,0.5585464333781965,0.16966580976863754,0.9295774647887324,0.5193452380952381,0.28695652173913044,0.26424632025045375,0.7244613514419853
classical_ml,classical_ml:gradient_boosting,test,probability,0.39999999999999997,0.5585464333781965,0.16795865633074936,0.9154929577464789,0.5208333333333334,0.2838427947598253,0.25677025465762404,0.7181631455399061
classical_ml,classical_ml:gradient_boosting,test,probability,0.44999999999999996,0.5625841184387618,0.16927083333333334,0.9154929577464789,0.5252976190476191,0.28571428571428575,0.2593183657805671,0.720395288397049
classical_ml,classical_ml:gradient_boosting,test,probability,0.49999999999999994,0.9394347240915208,0.7708333333333334,0.5211267605633803,0.9836309523809523,0.6218487394957983,0.6036479829464343,0.7523788564721663
classical_ml,classical_ml:gradient_boosting,test,probability,0.5499999999999999,0.9407806191117093,0.7872340425531915,0.5211267605633803,0.9851190476190477,0.6271186440677966,0.6113947459910675,0.753122904091214
classical_ml,classical_ml:gradient_boosting,test,probability,0.6,0.9394347240915208,0.825,0.4647887323943662,0.9895833333333334,0.5945945945945946,0.5918583462483695,0.7271860328638498
classical_ml,classical_ml:gradient_boosting,test,probability,0.65,0.9380888290713324,0.8205128205128205,0.4507042253521127,0.9895833333333334,0.5818181818181818,0.5804055965581897,0.720143779342723
classical_ml,classical_ml:gradient_boosting,test,probability,0.7,0.9380888290713324,0.8378378378378378,0.43661971830985913,0.9910714285714286,0.574074074074074,0.5780173291009255,0.7138455734406439
classical_ml,classical_ml:gradient_boosting,test,probability,0.75,0.9380888290713324,0.8571428571428571,0.4225352112676056,0.9925595238095238,0.5660377358490566,0.5759839539973411,0.7075473675385647
classical_ml,classical_ml:gradient_boosting,test,probability,0.7999999999999999,0.9380888290713324,0.9032258064516129,0.39436619718309857,0.9955357142857143,0.5490196078431372,0.5732556336600101,0.6949509557344065
classical_ml,classical_ml:gradient_boosting,test,probability,0.85,0.9380888290713324,0.9629629629629629,0.36619718309859156,0.9985119047619048,0.5306122448979591,0.5729569646280352,0.6823545439302482
classical_ml,classical_ml:gradient_boosting,test,probability,0.9,0.9380888290713324,0.9629629629629629,0.36619718309859156,0.9985119047619048,0.5306122448979591,0.5729569646280352,0.6823545439302482
classical_ml,classical_ml:gradient_boosting,test,probability,0.95,0.9340511440107672,0.9583333333333334,0.323943661971831,0.9985119047619048,0.4842105263157894,0.5361837202069225,0.6612277833668678
classical_ml,classical_ml:gradient_boosting,val,probability,0.05,0.5341207349081365,0.16705882352941176,0.9861111111111112,0.48695652173913045,0.28571428571428575,0.2786150761749878,0.7365338164251208
classical_ml,classical_ml:gradient_boosting,val,probability,0.1,0.5603674540682415,0.17530864197530865,0.9861111111111112,0.5159420289855072,0.29769392033542974,0.29429227457237184,0.7510265700483092
classical_ml,classical_ml:gradient_boosting,val,probability,0.15,0.562992125984252,0.1761786600496278,0.9861111111111112,0.518840579710145,0.29894736842105263,0.2958972145997179,0.7524758454106281
classical_ml,classical_ml:gradient_boosting,val,probability,0.2,0.568241469816273,0.17794486215538846,0.9861111111111112,0.5246376811594203,0.30148619957537154,0.29912890527379804,0.7553743961352657
classical_ml,classical_ml:gradient_boosting,val,probability,0.25,0.5708661417322834,0.17884130982367757,0.9861111111111112,0.527536231884058,0.302771855010661,0.30075589871887887,0.7568236714975846
classical_ml,classical_ml:gradient_boosting,val,probability,0.3,0.573490813648294,0.178117048346056,0.9722222222222222,0.5318840579710145,0.3010752688172043,0.29505531569393595,0.7520531400966184
classical_ml,classical_ml:gradient_boosting,val,probability,0.35,0.5748031496062992,0.17857142857142858,0.9722222222222222,0.5333333333333333,0.3017241379310345,0.29588011938122005,0.7527777777777778
classical_ml,classical_ml:gradient_boosting,val,probability,0.39999999999999997,0.5761154855643045,0.17902813299232737,0.9722222222222222,0.5347826086956522,0.3023758099352052,0.2967068395164151,0.7535024154589371
classical_ml,classical_ml:gradient_boosting,val,probability,0.44999999999999996,0.5761154855643045,0.17737789203084833,0.9583333333333334,0.5362318840579711,0.2993492407809111,0.2893910838290321,0.7472826086956522
classical_ml,classical_ml:gradient_boosting,val,probability,0.49999999999999994,0.9330708661417323,0.6721311475409836,0.5694444444444444,0.9710144927536232,0.6165413533834587,0.5825451219480335,0.7702294685990339
classical_ml,classical_ml:gradient_boosting,val,probability,0.5499999999999999,0.9330708661417323,0.6721311475409836,0.5694444444444444,0.9710144927536232,0.6165413533834587,0.5825451219480335,0.7702294685990339
classical_ml,classical_ml:gradient_boosting,val,probability,0.6,0.937007874015748,0.7142857142857143,0.5555555555555556,0.9768115942028985,0.6250000000000001,0.5967682079593801,0.7661835748792271
classical_ml,classical_ml:gradient_boosting,val,probability,0.65,0.9396325459317585,0.75,0.5416666666666666,0.981159420289855,0.6290322580645162,0.6064809954116192,0.7614130434782609
classical_ml,classical_ml:gradient_boosting,val,probability,0.7,0.9461942257217848,0.8297872340425532,0.5416666666666666,0.9884057971014493,0.6554621848739495,0.644501730493505,0.765036231884058
classical_ml,classical_ml:gradient_boosting,val,probability,0.75,0.94750656167979,0.8478260869565217,0.5416666666666666,0.9898550724637681,0.6610169491525423,0.6527943672369048,0.7657608695652174
classical_ml,classical_ml:gradient_boosting,val,probability,0.7999999999999999,0.94750656167979,0.8478260869565217,0.5416666666666666,0.9898550724637681,0.6610169491525423,0.6527943672369048,0.7657608695652174
classical_ml,classical_ml:gradient_boosting,val,probability,0.85,0.9435695538057742,0.8372093023255814,0.5,0.9898550724637681,0.6260869565217391,0.6209544305413631,0.7449275362318841
classical_ml,classical_ml:gradient_boosting,val,probability,0.9,0.9448818897637795,0.9166666666666666,0.4583333333333333,0.9956521739130435,0.611111111111111,0.6259119190643342,0.7269927536231884
classical_ml,classical_ml:gradient_boosting,val,probability,0.95,0.937007874015748,0.9285714285714286,0.3611111111111111,0.9971014492753624,0.52,0.5569350594142138,0.6791062801932367
vit,vit,test,probability,0.05,0.351278600269179,0.12293577981651377,0.9436619718309859,0.28869047619047616,0.21753246753246755,0.15450061663590858,0.616176224010731
vit,vit,test,probability,0.1,0.35397039030955585,0.12199630314232902,0.9295774647887324,0.2931547619047619,0.2156862745098039,0.14717110558533114,0.6113661133467472
vit,vit,test,probability,0.15,0.35800807537012114,0.12267657992565056,0.9295774647887324,0.2976190476190476,0.21674876847290644,0.1494333053967984,0.61359825620389
vit,vit,test,probability,0.2,0.37012113055181695,0.12476370510396975,0.9295774647887324,0.31101190476190477,0.22,0.15619082624036537,0.6202946847753186
vit,vit,test,probability,0.25,0.3876177658142665,0.12790697674418605,0.9295774647887324,0.33035714285714285,0.22487223168654177,0.1658976127878188,0.6299673038229376
vit,vit,test,probability,0.3,0.39569313593539707,0.12941176470588237,0.9295774647887324,0.3392857142857143,0.22719449225473323,0.17036567245481235,0.6344315895372233
vit,vit,test,probability,0.35,0.42934051144010765,0.13305613305613306,0.9014084507042254,0.3794642857142857,0.2318840579710145,0.17282247184026692,0.6404363682092555
vit,vit,test,probability,0.39999999999999997,0.4979811574697174,0.13875598086124402,0.8169014084507042,0.4642857142857143,0.23721881390593047,0.16664006154399374,0.6405935613682092
vit,vit,test,probability,0.44999999999999996,0.8707940780619112,0.34177215189873417,0.38028169014084506,0.9226190476190477,0.36,0.2888793888826633,0.6514503688799463
vit,vit,test,probability,0.49999999999999994,0.8977119784656796,0.45454545454545453,0.352112676056338,0.9553571428571429,0.3968253968253968,0.3452556060301749,0.6537349094567404
vit,vit,test,probability,0.5499999999999999,0.9071332436069987,0.5227272727272727,0.323943661971831,0.96875,0.4,0.36455428139173596,0.6463468309859155
vit,vit,test,probability,0.6,0.9125168236877523,0.5833333333333334,0.29577464788732394,0.9776785714285714,0.39252336448598135,0.37440004668239424,0.6367266096579477
vit,vit,test,probability,0.65,0.9138627187079408,0.6206896551724138,0.2535211267605634,0.9836309523809523,0.36,0.35999182832831483,0.6185760395707578
vit,vit,test,probability,0.7,0.9165545087483177,0.6666666666666666,0.2535211267605634,0.9866071428571429,0.3673469387755102,0.3772408449941612,0.6200641348088531
vit,vit,test,probability,0.75,0.9165545087483177,0.68,0.23943661971830985,0.9880952380952381,0.35416666666666663,0.370957193576983,0.613765928906774
vit,vit,test,probability,0.7999999999999999,0.917900403768506,0.7083333333333334,0.23943661971830985,0.9895833333333334,0.35789473684210527,0.3808176477543739,0.6145099765258216
vit,vit,test,probability,0.85,0.9165545087483177,0.6956521739130435,0.22535211267605634,0.9895833333333334,0.3404255319148936,0.3648309613559497,0.6074677230046949
vit,vit,test,probability,0.9,0.9165545087483177,0.7142857142857143,0.2112676056338028,0.9910714285714286,0.3260869565217391,0.35893452782592294,0.6011695171026157
vit,vit,test,probability,0.95,0.917900403768506,0.7777777777777778,0.19718309859154928,0.9940476190476191,0.3146067415730337,0.3656505322082782,0.5956153588195842
